Packet Loss Budget;Latency Budget (μs);Jitter Budget (μs);Data R date Budget (Gbps);Required Mobility;Required Connectivity;Slice Available Transfer Rate (Gbps);Slice Latency (μs);Slice Packet Loss;Slice Jitter (μs);Slice Type;Slice Handover
1e-05;1000.0;1.0;1000.0;no;yes;6267.276113330226;2222.638949583473;0.0004468883608532;2294.4999989368343;mURLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;6673.095947631039;1502.8468420986148;0.0001559366663327;1871.854406464249;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;4581.303678531952;2048.90580590709;0.0008869721136626;1408.3588513472946;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6958.132770945164;1265.698456199293;0.0001681979839148;1884.3561746651421;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;6962.555611031654;1610.4115064174598;0.0006855617071377;2291.6718472680277;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;4726.112947496393;2031.1451335887775;0.0005711331209489;1700.88012178537;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3085.684941213405;1504.471657433528;0.0004990631728511;1753.316525568582;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;5725.774736917859;1735.5233642046576;0.0003516683738268;2618.302435124821;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4789.645352077324;2506.2185003667782;0.0004230067048357;2276.8026404734537;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;8087.775101780114;1801.7981534810035;0.0004347501577339;1684.1974400613967;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;5084.878352903795;1756.985982904325;0.0004127032053233;2053.985774115172;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;5177.906274811062;1407.609343856484;0.0001457678298298;1786.7431289513609;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;6345.331946872871;1652.4460211856563;0.0005971663952168;2690.578272051216;MBRLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;5005.958934108864;1995.762743083885;0.0006090052785018;863.5620371033356;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6157.644382595794;2422.0016755353254;0.000442009667892;2365.6697592952682;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;4102.205263924963;976.4089437658041;0.0004926203468385;2321.2976613658275;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;3136.419347072316;2535.7869528488823;0.0005962016842747;1510.6298895279117;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3479.7043653423702;1745.4501173968413;0.0002697454992162;1395.5790447927247;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;4438.681304700619;1937.131968081276;0.0002303284392443;2769.8171792922403;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;5198.181477315316;2469.725895864687;0.0005015509188187;1858.9367225484855;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5832.145652566054;3483.3102646136617;0.0004453022574338;2957.703546379941;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;5759.8369419336495;2363.0989834959123;0.0004290438332766;1322.7105497895807;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5017.28843116068;1672.4715972361025;0.0006007166329098;1941.6897999706487;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;3217.189156346976;2123.391312083226;0.0004341184365532;1620.7399414522997;umMTC;no
1e-06;1000.0;1.0;1000.0;yes;no;6165.0936483406285;2280.7576710416993;0.0005736195850909;1716.974059301867;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;2498.510133287038;1064.8900860627373;0.0007957895975067;2228.32391626189;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;3054.717197307469;1277.4441081623038;0.0008499613238273;1498.69010244108;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5075.818599226863;2268.473900569231;0.000644182340606;1882.6853543047919;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6327.787903104038;2352.704997755805;0.0001030713846583;1494.3001189144013;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;6045.915283037923;2252.1316972216323;0.0006052283505495;2403.9891375466123;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;4833.292735506538;2434.282736656311;0.0007591582974491;3281.255229372278;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5741.676759547312;1753.3177349062569;0.0005444871045648;2863.919516665992;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;3224.920954596533;2720.3510285348802;0.0003890083582396;1356.9785691915727;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;4064.265077602474;3214.3933554390046;0.0004316629808647;1682.761053331617;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;4089.5289348549936;1570.234762032021;0.0007049320627418;1965.3230653120252;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;3375.867208062993;1160.5302231187602;0.0004113458473241;638.8554099135157;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;4401.74051389124;1951.1058567244881;0.0003413154044372;1964.0925974037093;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4652.494562368285;2585.5907715592803;0.0003911533083327;2317.476074768329;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;4230.086645892365;2440.7484259917533;0.0005096270975861;1988.9511344102996;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4572.634418749468;2095.4408582590963;0.0004629232698354;1934.7396146104409;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;231.8229608736201;459.2523950258393;0.0002315265523765;1561.993436241882;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5643.256463217441;1537.8818200209378;0.0004285776750058;1768.21620490603;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;4324.542649646121;2736.490626580777;0.0008161626571153;1682.6116223734064;mURLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;4322.967948012544;836.2016495338096;0.0005311305023122;1306.7824436118278;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;2686.921224269624;2013.7732207950864;0.0006019669622609;2617.7993075304366;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;7585.25139388623;1617.7340185185512;0.0002632628909627;3052.1224302147066;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;7664.131471817425;2435.8392613355786;0.0006108299637223;1591.125765091939;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;2219.8481690581434;888.3845546436856;0.0007508890571691;1323.7136467382097;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4607.988887221628;1799.2757611548325;0.0005530037644767;1495.566765254404;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;6546.666424353275;2104.477049117034;0.0002989707046605;1349.1305240129504;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;4403.001497525505;1765.5659120830392;0.0006067490915435;1685.2042624350863;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;3990.374474450709;2401.770733556575;0.0006352695703368;2177.023104512135;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;3882.135966246688;972.6543275109292;0.0003832606188826;2801.295847399249;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5521.622643995058;1251.9962014389027;0.0006781362097892;940.254325796778;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;9359.0533762177;1782.3803776681411;0.0005751983545585;2630.447080677377;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;6380.197051993467;2224.550059542833;0.0001678759913028;1997.7417030030842;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3153.0889163464944;2341.822963297372;0.000402003822339;581.4367144193591;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;3952.466409935095;2115.2436275754244;0.0004439498655311;1160.739692254588;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;4554.287675619071;1386.7502427971604;0.0004904918430293;2337.7963043631785;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;3568.6982373009814;1601.9661229709905;0.0004992578253974;1428.3417664156661;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;3257.8671697132813;2737.1294719441894;0.0006315596192408;1741.6011831067785;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;6250.258072485305;3347.3754681913647;0.0006373931105259;1913.9677715543448;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;4162.358879589512;2405.999166600256;0.000769263228168;2788.38775864448;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5620.129396442002;2229.537134265501;0.0005564538190533;1149.6583061723043;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;7970.917458752012;1230.7925292861094;0.0007460642436677;2428.778355601432;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;4126.695438774694;2131.33295278491;0.0006551842370057;2848.8583379405986;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5458.164187966049;876.2892057638114;0.0007044698158129;1348.4065361975136;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;3294.632705236486;2875.8541520042336;0.0007660162838307;2520.7626603514245;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5692.947690098107;2373.3590018978052;0.0004437063692534;1650.0649514907354;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;7167.023996735021;1961.594888709051;0.0004865478026357;1538.571730759241;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;7081.037150075448;1227.9659203642775;0.0001500059400445;1779.5646783457998;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;5071.002961719116;2121.081367472404;0.0006841715758916;2152.711615231076;mURLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;4135.645814700672;998.4616272564896;0.0006708306203397;1502.0814000175867;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;5395.133755421999;1790.371417595286;0.0005241074186848;2610.2772121597063;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;5085.67732041208;2276.672096030894;0.0006327438780608;1709.6875629704655;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5768.987118442479;1524.8099711800894;0.0006781389980723;642.590195282374;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;3943.139394841691;1973.2826323699733;0.0005032025852378;1952.116653107884;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;4333.620631553762;3553.5436931913487;0.0005716798976364;1147.2757834067243;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;4636.696249253279;807.7881474587917;0.0004976276765811;1825.0865017099754;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6111.162658068888;1485.2345878377375;0.0004834971615876;2245.514997285284;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;6332.332582041793;1827.6403990425224;0.0003867907932981;1561.768003322011;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;4281.301192293501;1646.2380565932335;0.0002661062244346;854.8436529379074;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;3082.384862490445;2301.9640276533187;0.0002860062446221;1329.8693865304892;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;5604.840602398123;2360.210923738408;0.0004880744589685;2865.701088225716;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;6220.236150885347;2030.004733937744;0.0003131726705136;2126.571273467728;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;4776.937420588527;2090.8045860663633;0.0003425861990077;2572.1189122208957;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3811.270433120877;801.9143504482242;0.0003635095911765;3109.853753451786;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;4203.963344316291;2315.093965623356;0.0004530816652391;3374.368546794608;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;7732.459113613039;2128.880541255195;0.0006884320099004;2141.208183245587;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5370.013541992733;1537.9174872998087;0.0001440832296272;1811.384739919501;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;6689.31667713994;3079.1619343684097;0.0005079398065968;1583.0608555433053;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;3662.146183718583;1950.690724046292;0.0003459259127274;2067.3427759966808;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;7017.374149777233;2150.223065017546;0.0004923230797884;2307.495211189381;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;6491.494583180341;1972.730618318273;0.00039639026899;2469.5152362390345;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;4829.825533991279;899.5972475539921;0.0004691383905486;1322.931623169125;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;6015.298311883553;1325.052130501129;0.0002426787951046;1331.950029594921;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;7156.84152276131;1815.5819838268262;0.0005684371163309;1839.323657094748;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;3153.982399920696;2654.7465532737015;0.0005103773215201;2001.5382546214073;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;4124.364881546533;1694.7852181732012;0.000525766094789;3077.3392303202077;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5873.802546807874;2137.2954112031844;0.0006611820013569;427.1020008789622;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;5034.24373589614;2303.1567959031627;0.0002650592504359;1595.2901180175204;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5685.913126042533;1466.99771144772;0.0003181951347178;2563.7258830204337;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;6147.310070821167;1376.0580278879563;0.000776788859818;1332.435559187975;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;5831.454069854311;1546.9077092900882;0.0005908129306037;1985.8093513467545;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;4579.149334726568;1504.7977927689226;0.0001792334525102;2640.5369596074847;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;4693.941828155645;1275.0393633518354;0.0004699337738504;2441.6159043465073;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;7592.470834001753;2574.826981343969;0.0006777701728263;2455.097348404424;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5144.156225793299;2390.288440936894;0.000847199468525;1864.7449350376382;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;7259.137090198881;1278.0477269938015;0.0007596608811982;2080.679230539982;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;7374.970310763095;2111.6891959034865;0.0004240621671869;2110.9851869311733;mURLLC;yes
1e-07;0.1;1.0;1000.0;no;no;3699.048755252692;1785.2840435026624;0.000479044844705;1645.530185881292;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6226.227269540897;1920.178731836727;0.0001972742733786;2555.619938331999;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;3200.327030761622;2022.322563594468;0.000517203988731;1128.7011374100705;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;7695.508327484467;1013.7967825061504;0.0005339974009994;1555.153128365948;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;5314.733245901993;672.0118070573443;0.0006512356982169;2560.111751648993;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;5233.838181973712;2013.3353758657108;0.0001330991575766;683.5747755599355;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;3558.770253519401;1741.1351238881043;0.0003460114237679;2095.275760535136;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;3989.2830928384137;1851.591005581654;0.0004624348081518;2735.0703178443227;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;5377.445465943786;1567.0035597881554;0.0006460019741989;1490.0700990952155;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5152.138326706971;1991.9244012112927;0.0004331392606553;2275.381264788335;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;4358.702909191876;881.9835112660411;0.0008928518544078;2082.6765532236923;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6464.252019476702;2017.3374087095635;0.0003199159022971;2436.9205789860944;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;4996.398415922813;294.52829521456056;0.0004179420698398;2009.2905956273685;MBRLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;3316.229012475608;1507.5148733412075;0.0003181813966937;2764.9482923402643;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;6201.015462731697;1676.1030466439304;0.0004657737335267;2248.4466741690994;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;3068.566243582739;771.0123018308503;0.0005790833267581;2575.3535816512062;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;1795.091838220264;2842.173395307203;0.0005302884908191;2539.8551387352372;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;5160.745290512161;1934.467103039207;0.0003561225864465;2904.451059585306;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3282.8606663924666;1494.3242213603387;0.000703651605664;1355.1399690235185;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;5297.323736069321;3254.1662255511005;0.0007301937138061;1172.6423534573485;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;6360.960776606833;2146.712359901301;0.0003833674961135;2694.7799247202643;MBRLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;6641.175591988122;2232.477303991303;0.001;2108.354646375656;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5829.830717494494;1838.944902833456;0.0003158271569858;3249.645583413228;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;2790.61560015184;1628.0452250385974;0.0005065450055996;538.126973232348;MBRLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;3800.366609362461;2125.6226095187612;0.0005066670747456;1952.8375955168622;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5009.524847233904;96.00749151546161;0.0003126180039874;1987.188214352296;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5025.630274603539;738.7080682130996;0.00053324521702;2597.437245513452;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;3430.807771812493;983.7349007395757;0.0004798760400743;3300.597090930745;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;4229.855795325726;391.14532146579774;0.0005700155170033;2004.6758322639173;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;6350.961815464172;2297.047755013112;0.0004998461783276;2280.666777916154;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5839.988972001517;1472.79865420753;0.0006333354228567;808.8936211631373;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4486.462051292648;2757.7538308120447;0.0006004884490269;2191.1776432815086;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;6716.41574266406;1805.5160995225124;0.0003348996431806;2197.064832825386;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;2789.871928691499;1360.388206238242;0.0004498710445971;1619.8699706084972;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;6370.700270911756;1844.5770480112785;0.0003638795054307;2199.055295615627;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;6141.375490244213;2630.153416345228;0.0007778638980373;2166.059083938061;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6244.862790687728;1722.4970399065728;0.0006592177147227;3078.338768285327;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;5494.553325225865;2720.6583130380413;0.0005550224688225;1492.902323348556;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;3911.861340087811;2620.2137661276965;0.0005891525049027;1408.764038723317;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;5987.054369560667;1506.7086802617025;0.0004809044479323;1432.4435814445885;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;4307.867303583457;1562.4148013291108;0.0005255879644735;1709.7505519395247;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;5342.529383290361;1525.5434488550616;0.0003753704171778;937.562511103543;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;3787.455585482913;1085.3120951350036;0.0003894550577976;1825.331849512352;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;4425.738495139087;896.2552744007171;0.0006028316902833;2023.300880956571;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4761.775514329184;1555.5317372081765;0.0003205018175909;2999.581629850673;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;5666.639886680836;262.7550871081606;0.0003827864662993;1916.809234716792;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5945.728755676583;1128.5460300789475;0.0004622007221376;2843.9060359356295;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;7826.383068758134;2201.779907932306;0.0002483848415929;2552.5652992562236;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;5247.352757167208;950.8384767839411;0.0006668180328943;2092.0978724703014;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;3421.108658314956;2731.412338355044;0.0006096985212755;1905.0788278381012;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;6333.642723238353;2270.556266789188;0.0005714175658308;2357.467617537367;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5563.167509979648;3106.784214837837;0.0004350969325367;2428.3374398210963;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;4683.245951766134;3247.651046469587;0.0006956610786295;1647.9222019885124;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;4333.108846920954;2365.030319311642;0.000568155436419;2390.8568333606054;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3970.208998559382;1476.0601335867902;0.0006646151885246;1939.766571359933;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;3914.847432316961;763.7178035310809;0.0006743210170249;2363.4791053365993;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;2966.5938286479804;886.1360292286794;0.0004204530208465;3094.3881631344025;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6609.522281836134;3177.1019183186086;0.0003524134971257;1759.302300916365;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;5725.093468446203;872.3181180589949;0.0003325658096912;676.4327619960638;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;5155.580277746113;1723.709105148107;0.0005100452747999;1964.4989514907975;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;3966.0211520327534;2669.862329862862;4.6088728913681865e-05;1284.407006235615;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;6815.932398788867;1284.155548499459;0.0003214653106981;2175.3736427906338;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;2633.010275901588;2746.772030566025;0.000384212928186;1328.3211376227146;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;4782.200324107223;1825.1432339065575;0.0003966311956804;1926.1637381012333;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;6637.246921314501;2013.4268191130489;0.0005994205322522;3087.01420704793;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;1679.7847367831037;1676.1075122253635;0.0002610411001725;3221.4784447118964;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;5293.887167554704;1255.342862972523;0.0002176035764162;2240.8155648238594;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;3900.348272168599;2330.8782827186847;0.0002208636325048;1399.076363323531;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;5202.414958454584;2248.4647842545187;0.0005875511457688;2582.3922317145025;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;4376.478020163387;2360.4422135357268;0.000403034411744;1689.9397526908112;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;5989.886534128769;2544.351110811709;0.000397133746275;1006.7778750984845;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;7054.53421971557;1584.0022360421033;0.0007906210115644;3302.361562553724;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;9188.958402588663;2248.130466164785;0.0005729417720979;1993.038757912263;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;4811.5191514378985;2472.100743544213;0.0003784428493499;2367.5460204338806;umMTC;no
1e-06;1000.0;1.0;1000.0;yes;no;6230.331591341725;2146.1691837301432;0.0002687949671224;1783.1290739715714;MBRLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;5570.699747570351;1598.797824469606;0.0008135847758578;2356.371688167068;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5693.899851993945;2111.705857237455;0.0005397331187029;1449.2539979990256;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;7459.920612646028;543.1402156403826;0.0004274491688974;1922.9368788476484;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;3860.291710819809;2125.7151797610773;0.0005327608270807;2611.2140193988394;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;4403.418049975155;1132.6790802660157;0.000430527278889;1880.3239494367817;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4708.073147859806;1887.0827376579648;0.0005847696213278;1437.843973767297;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;3359.2497347775943;1595.5049133854368;0.0002174587848977;2614.3651470015384;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;4998.042021089083;1907.0076889174989;0.000433039261693;1759.3378629628337;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6097.006876796548;839.6504308685951;0.0003238907034971;1745.306498027812;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;6380.965202213492;2344.850002734376;0.0004868420141624;1247.2487316849838;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;4694.154451666923;2481.8320901063603;0.0003406739496455;3031.661782916673;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;6903.702875850253;1222.8229281295164;0.0004001728956225;2709.5235025858524;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;1544.541399756289;966.570516896992;0.0004082853114416;1830.8461916749952;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;8875.749197461204;1267.721699028118;0.0005430271635243;1419.4970444268379;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5945.833144939973;2369.4150138122864;0.0004363189472162;2452.5909141194425;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;4283.179115776568;1830.403883387324;0.0003308518664321;2268.4941070921964;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5770.592418812204;1738.2562722132498;0.0005687840272661;1725.6971825052933;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4745.88046399474;1774.5481177619993;0.0008476126914524;1938.69728701166;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;1518.8182857784664;1427.3399545591674;0.0004404300111986;2394.1556015689916;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5078.66836028525;2096.3151546929244;0.0007170836682195;2152.323729684058;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;6519.526329853653;2884.872917572865;0.0002423056572777;2246.3211660219763;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;6606.659791833617;1278.2458980438225;0.000372850661549;2174.213336266228;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;5419.954380143628;2290.7500622538946;0.0007158477722572;2486.2334264468564;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;6596.626423526366;1838.53047558466;0.0005364446874279;1627.9532246096317;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;5726.160637897093;1833.0866245941388;0.0003803829492874;2107.081696892734;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;5371.422775391813;2793.122453647198;0.0006392610213973;1518.4504184168436;mURLLC;yes
